Taxon name,RelAbCoverage,PredictedRelAb,Mock_community,Tool,Level,ComType
Saccharomycetaceae,20.154974660384973,24.7825385833942,median_3,eukdetect,Family,EqualReads
Sordariaceae,0.6865439820907311,1.235048045455839,median_3,eukdetect,Family,EqualReads
Thermoascaceae,0.8700277994708969,1.6552679257453449,median_3,eukdetect,Family,EqualReads
Unikaryonidae,10.48756416089772,4.0788837138710505,median_3,eukdetect,Family,EqualReads
Wallemiaceae,2.6684999505440747,3.64443516946339,median_3,eukdetect,Family,EqualReads
Acaromyces ingoldii,0.7839006531763124,1.3751458606958404,large_1,eukdetect,Species,EqualReads
Ascochyta rabiei,0.37096950209979224,0.6143155405087203,large_1,eukdetect,Species,EqualReads
Ascoidea rubescens,0.8656814653926848,1.3521221096035205,large_1,eukdetect,Species,EqualReads
Aspergillus thermomutatus,0.4896561549127723,0.7671095250304804,large_1,eukdetect,Species,EqualReads
Babjeviella inositovora,0.995521770105914,1.9789960597989609,large_1,eukdetect,Species,EqualReads
Beauveria bassiana,0.449721476258239,0.2736686777564401,large_1,eukdetect,Species,EqualReads
Blastomyces gilchristii,0.20108950158003172,0.008895540194760004,large_1,eukdetect,Species,EqualReads
Botrytis porri,0.32384904898568473,0.3997760416939201,large_1,eukdetect,Species,EqualReads
Brettanomyces bruxellensis,1.1522539907440776,2.0485905801462008,large_1,eukdetect,Species,EqualReads
Candida tropicalis,1.0393043980861663,1.7607936914922007,large_1,eukdetect,Species,EqualReads
Chaetomium globosum,0.4420781955579932,0.6744912535909203,large_1,eukdetect,Species,EqualReads
Clavispora lusitaniae,1.2507653092467206,2.285630562983041,large_1,eukdetect,Species,EqualReads
Coccidioides posadasii,0.5609393822176414,0.23180731213404007,large_1,eukdetect,Species,EqualReads
Cokeromyces recurvatus,0.5388504991034959,0.5101853935230002,large_1,eukdetect,Species,EqualReads
Cryptococcus neoformans,0.7953468757047517,0.7414694385867603,large_1,eukdetect,Species,EqualReads
Cryptococcus wingfieldii,0.7587901429989667,0.6179784100006802,large_1,eukdetect,Species,EqualReads
Debaryomyces hansenii,1.246896037475017,2.206617235370761,large_1,eukdetect,Species,EqualReads
Diutina rugosa,1.1269472589400746,2.1752212111539606,large_1,eukdetect,Species,EqualReads
Encephalitozoon cuniculi,6.0671757207335055,2.224408315760281,large_1,eukdetect,Species,EqualReads
Eremothecium gossypii,1.6659307886355934,3.2432093015954413,large_1,eukdetect,Species,EqualReads
Fonsecaea monophora,0.4301156387268034,0.4777428351656402,large_1,eukdetect,Species,EqualReads
Fusarium proliferatum,0.33516430094309035,0.11564202253188005,large_1,eukdetect,Species,EqualReads
Hyphopichia burtonii,1.2217005766191402,2.3332478663785206,large_1,eukdetect,Species,EqualReads
Kazachstania naganishii,1.3971175293111164,2.517961142187361,large_1,eukdetect,Species,EqualReads
Kluyveromyces marxianus,1.3876067774169425,2.321735990832361,large_1,eukdetect,Species,EqualReads
Kwoniella dejecticola,0.6350112192805576,0.7184456874944403,large_1,eukdetect,Species,EqualReads
Lachancea thermotolerans,1.4580090295503416,2.765466466429801,large_1,eukdetect,Species,EqualReads
Malassezia restricta,2.0669866141898434,4.098750961503242,large_1,eukdetect,Species,EqualReads
Metschnikowia bicuspidata,0.9437991309652468,1.6236977190788406,large_1,eukdetect,Species,EqualReads
Naumovozyma castellii,1.3505801476219854,2.466157702229641,large_1,eukdetect,Species,EqualReads
Neurospora tetrasperma,0.38708316916607793,0.4840220400090002,large_1,eukdetect,Species,EqualReads
Ogataea parapolymorpha,1.7074465802157852,2.904655507124281,large_1,eukdetect,Species,EqualReads
Ogataea polymorpha,1.6884622486490273,2.898376302280921,large_1,eukdetect,Species,EqualReads
Paracoccidioides brasiliensis,0.5058965496372135,0.7215852899161203,large_1,eukdetect,Species,EqualReads
Pichia kudriavzevii,1.4014159131556436,2.367260225946721,large_1,eukdetect,Species,EqualReads
Pneumocystis carinii,1.977807695935423,1.5357888512718005,large_1,eukdetect,Species,EqualReads
Pseudozyma hubeiensis,0.8216091513657219,1.6236977190788406,large_1,eukdetect,Species,EqualReads
Rhizopus microsporus,0.5834227701708149,0.5133249959446802,large_1,eukdetect,Species,EqualReads
Rhodotorula graminis,0.7210853755135327,0.5766403114485602,large_1,eukdetect,Species,EqualReads
Saccharomyces cerevisiae,1.255279381806988,2.261037010679881,large_1,eukdetect,Species,EqualReads
Saccharomyces eubayanus,1.2984285100522597,2.180453881856761,large_1,eukdetect,Species,EqualReads
Saccharomycodes ludwigii,1.2121898136311715,1.9936475377668006,large_1,eukdetect,Species,EqualReads
Saprochaete ingens,0.7151228417254021,1.4813690759626807,large_1,eukdetect,Species,EqualReads
Scedosporium apiospermum,0.3488463326019382,0.5133249959446802,large_1,eukdetect,Species,EqualReads
Scheffersomyces stipitis,0.9813296406233374,1.9910312024154009,large_1,eukdetect,Species,EqualReads
Schizophyllum commune,0.3918473785548009,0.4840220400090002,large_1,eukdetect,Species,EqualReads
Sordaria macrospora,0.39717353958004614,0.7006546071049202,large_1,eukdetect,Species,EqualReads
Spathaspora passalidarum,1.1495048428077062,1.921959949138441,large_1,eukdetect,Species,EqualReads
Suhomyces tanzawaensis,1.153520959241393,2.328538462746001,large_1,eukdetect,Species,EqualReads
Talaromyces marneffei,0.5373680760501071,0.9026356962330003,large_1,eukdetect,Species,EqualReads
Tetrapisispora phaffii,1.25074693244617,2.145918255218281,large_1,eukdetect,Species,EqualReads
Trichophyton benhamiae,0.6818204440064606,0.7378065690948004,large_1,eukdetect,Species,EqualReads
Trichosporon asahii,0.6182897641317123,0.7179224204241602,large_1,eukdetect,Species,EqualReads
Verruconis gallopava,0.47679871051841993,0.9125777705683205,large_1,eukdetect,Species,EqualReads
Verticillium alfalfae,0.46150696533739777,0.3155300433788401,large_1,eukdetect,Species,EqualReads
Wallemia ichthyophaga,1.5693314159933418,2.281967693491081,large_1,eukdetect,Species,EqualReads
Wickerhamomyces ciferrii,0.9529426948984967,1.2527013662503206,large_1,eukdetect,Species,EqualReads
Yamadazyma tenuis,1.4099577687710232,3.0982643231278812,large_1,eukdetect,Species,EqualReads
Zygosaccharomyces rouxii,1.5518129084057544,0.9015891620924403,large_1,eukdetect,Species,EqualReads
Zygotorulaspora mrakii,1.4552569848507912,2.780117944397641,large_1,eukdetect,Species,EqualReads
Acaromyces,0.7839006531763124,1.3751458606958404,large_1,eukdetect,Genus,EqualReads
Alternaria,1.6879589340352257,0.21506276588508008,large_1,eukdetect,Genus,EqualReads
Ascochyta,0.37096950209979224,0.6143155405087203,large_1,eukdetect,Genus,EqualReads
Ascoidea,0.8656814653926848,1.3521221096035205,large_1,eukdetect,Genus,EqualReads
Aspergillus,1.8893129868152878,0.8351342441668804,large_1,eukdetect,Genus,EqualReads
Babjeviella,0.995521770105914,1.9789960597989609,large_1,eukdetect,Genus,EqualReads
Beauveria,0.449721476258239,0.35896121021208016,large_1,eukdetect,Genus,EqualReads
Blastomyces,0.20108950158003172,0.22081870365816006,large_1,eukdetect,Genus,EqualReads
Botrytis,0.32384904898568473,0.3997760416939201,large_1,eukdetect,Genus,EqualReads
Brettanomyces,1.1522539907440776,2.0485905801462008,large_1,eukdetect,Genus,EqualReads
Candida,5.328401032806139,1.7607936914922007,large_1,eukdetect,Genus,EqualReads
Chaetomium,0.4420781955579932,0.6744912535909203,large_1,eukdetect,Genus,EqualReads
Clavispora,1.2507653092467206,2.285630562983041,large_1,eukdetect,Genus,EqualReads
Coccidioides,0.5609393822176414,0.6341996891793602,large_1,eukdetect,Genus,EqualReads
Cokeromyces,0.5388504991034959,0.5101853935230002,large_1,eukdetect,Genus,EqualReads
Cryptococcus,4.094993741757146,2.3719696295792407,large_1,eukdetect,Genus,EqualReads
Debaryomyces,1.246896037475017,2.206617235370761,large_1,eukdetect,Genus,EqualReads
Diutina,1.1269472589400746,2.1752212111539606,large_1,eukdetect,Genus,EqualReads
Encephalitozoon,6.0671757207335055,2.224408315760281,large_1,eukdetect,Genus,EqualReads
Eremothecium,3.364204543589279,3.2432093015954413,large_1,eukdetect,Genus,EqualReads
Fonsecaea,0.4301156387268034,0.4918710460632002,large_1,eukdetect,Genus,EqualReads
Fusarium,0.618062229435761,0.15436378573260007,large_1,eukdetect,Genus,EqualReads
Hyphopichia,1.2217005766191402,2.3332478663785206,large_1,eukdetect,Genus,EqualReads
Kazachstania,3.652640622983983,2.517961142187361,large_1,eukdetect,Genus,EqualReads
Kluyveromyces,2.8052010794245676,2.321735990832361,large_1,eukdetect,Genus,EqualReads
Kwoniella,1.9685160204900387,0.7184456874944403,large_1,eukdetect,Genus,EqualReads
Lachancea,1.4580090295503416,2.765466466429801,large_1,eukdetect,Genus,EqualReads
Malassezia,7.531476291037622,4.098750961503242,large_1,eukdetect,Genus,EqualReads
Metschnikowia,0.9437991309652468,1.6236977190788406,large_1,eukdetect,Genus,EqualReads
Meyerozyma,1.4281764688961538,1.8968431297650008,large_1,eukdetect,Genus,EqualReads
Nakaseomyces,1.2301173291220155,1.9831821963612009,large_1,eukdetect,Genus,EqualReads
Naumovozyma,1.3505801476219854,2.466157702229641,large_1,eukdetect,Genus,EqualReads
Neurospora,0.38708316916607793,0.48977797778208015,large_1,eukdetect,Genus,EqualReads
Ogataea,5.097753539777671,5.803031809405202,large_1,eukdetect,Genus,EqualReads
Paracoccidioides,0.5058965496372135,0.7215852899161203,large_1,eukdetect,Genus,EqualReads
Pichia,1.4014159131556436,2.367260225946721,large_1,eukdetect,Genus,EqualReads
Pneumocystis,3.997830862303182,1.5357888512718005,large_1,eukdetect,Genus,EqualReads
Pseudozyma,0.8216091513657219,1.6236977190788406,large_1,eukdetect,Genus,EqualReads
Rhizopus,0.5834227701708149,0.5133249959446802,large_1,eukdetect,Genus,EqualReads
Rhodotorula,0.7210853755135327,0.5766403114485602,large_1,eukdetect,Genus,EqualReads
Saccharomyces,5.086087546943485,4.441490892536642,large_1,eukdetect,Genus,EqualReads
Saccharomycodes,1.2121898136311715,1.9936475377668006,large_1,eukdetect,Genus,EqualReads
Saprochaete,0.7151228417254021,1.4813690759626807,large_1,eukdetect,Genus,EqualReads
Scedosporium,0.3488463326019382,0.5133249959446802,large_1,eukdetect,Genus,EqualReads
Scheffersomyces,2.0477003400356306,1.9910312024154009,large_1,eukdetect,Genus,EqualReads
Schizophyllum,0.3918473785548009,0.4840220400090002,large_1,eukdetect,Genus,EqualReads
Sordaria,0.39717353958004614,0.7006546071049202,large_1,eukdetect,Genus,EqualReads
Spathaspora,1.1495048428077062,1.921959949138441,large_1,eukdetect,Genus,EqualReads
Suhomyces,1.153520959241393,2.328538462746001,large_1,eukdetect,Genus,EqualReads
Talaromyces,0.5373680760501071,0.9026356962330003,large_1,eukdetect,Genus,EqualReads
Tetrapisispora,2.3293522161831692,2.145918255218281,large_1,eukdetect,Genus,EqualReads
Trichophyton,1.3552123389289252,1.2820043221860007,large_1,eukdetect,Genus,EqualReads
Trichosporon,0.6182897641317123,0.7179224204241602,large_1,eukdetect,Genus,EqualReads
Verruconis,0.47679871051841993,0.9125777705683205,large_1,eukdetect,Genus,EqualReads
Verticillium,0.46150696533739777,0.37779882474216014,large_1,eukdetect,Genus,EqualReads
Wallemia,1.5693314159933418,2.281967693491081,large_1,eukdetect,Genus,EqualReads
Wickerhamomyces,0.9529426948984967,1.2527013662503206,large_1,eukdetect,Genus,EqualReads
Yamadazyma,1.4099577687710232,3.0982643231278812,large_1,eukdetect,Genus,EqualReads
Zygosaccharomyces,1.5518129084057544,2.2830142276316407,large_1,eukdetect,Genus,EqualReads
Zygotorulaspora,1.4552569848507912,2.780117944397641,large_1,eukdetect,Genus,EqualReads
Ajellomycetaceae,0.20108950158003172,0.22081870365816006,large_1,eukdetect,Family,EqualReads
Arthrodermataceae,1.3552123389289252,1.2820043221860007,large_1,eukdetect,Family,EqualReads
Ascoideaceae,0.8656814653926848,1.3521221096035205,large_1,eukdetect,Family,EqualReads
Aspergillaceae,1.8893129868152878,0.8351342441668804,large_1,eukdetect,Family,EqualReads
Chaetomiaceae,0.4420781955579932,0.6744912535909203,large_1,eukdetect,Family,EqualReads
Cordycipitaceae,0.449721476258239,0.35896121021208016,large_1,eukdetect,Family,EqualReads
Cryptobasidiaceae,0.7839006531763124,1.3751458606958404,large_1,eukdetect,Family,EqualReads
Cryptococcaceae,6.063509762247184,3.0904153170736812,large_1,eukdetect,Family,EqualReads
Debaryomycetaceae,16.112805285592277,19.51629192023317,large_1,eukdetect,Family,EqualReads
Didymellaceae,0.37096950209979224,0.6143155405087203,large_1,eukdetect,Family,EqualReads
Dipodascaceae,0.7151228417254021,1.4813690759626807,large_1,eukdetect,Family,EqualReads
Herpotrichiellaceae,0.4301156387268034,0.4918710460632002,large_1,eukdetect,Family,EqualReads
Malasseziaceae,7.531476291037622,4.098750961503242,large_1,eukdetect,Family,EqualReads
Metschnikowiaceae,2.1945644402119675,3.9093282820618818,large_1,eukdetect,Family,EqualReads
Microascaceae,0.3488463326019382,0.5133249959446802,large_1,eukdetect,Family,EqualReads
Mucoraceae,0.5388504991034959,0.5148947971555202,large_1,eukdetect,Family,EqualReads
Nectriaceae,0.618062229435761,0.15436378573260007,large_1,eukdetect,Family,EqualReads
Phaffomycetaceae,0.9529426948984967,1.2527013662503206,large_1,eukdetect,Family,EqualReads
Pichiaceae,7.651423443677393,10.218882615498124,large_1,eukdetect,Family,EqualReads
Plectosphaerellaceae,0.46150696533739777,0.37779882474216014,large_1,eukdetect,Family,EqualReads
Pleosporaceae,1.6879589340352257,0.21506276588508008,large_1,eukdetect,Family,EqualReads
Rhizopodaceae,0.5834227701708149,0.5133249959446802,large_1,eukdetect,Family,EqualReads
Saccharomycetaceae,24.283262408675373,26.94825411942001,large_1,eukdetect,Family,EqualReads
Saccharomycodaceae,1.2121898136311715,1.9936475377668006,large_1,eukdetect,Family,EqualReads
Schizophyllaceae,0.3918473785548009,0.4840220400090002,large_1,eukdetect,Family,EqualReads
Sclerotiniaceae,0.32384904898568473,0.3997760416939201,large_1,eukdetect,Family,EqualReads
Sordariaceae,0.7842567087461241,1.1904325848870003,large_1,eukdetect,Family,EqualReads
Sporidiobolaceae,0.7210853755135327,0.5766403114485602,large_1,eukdetect,Family,EqualReads
Sympoventuriaceae,0.47679871051841993,0.9125777705683205,large_1,eukdetect,Family,EqualReads
Thermoascaceae,0.5033210248185199,0.8926936218976803,large_1,eukdetect,Family,EqualReads
Trichocomaceae,0.5373680760501071,0.9026356962330003,large_1,eukdetect,Family,EqualReads
Trichosporonaceae,0.6182897641317123,0.7179224204241602,large_1,eukdetect,Family,EqualReads
Unikaryonidae,6.0671757207335055,2.224408315760281,large_1,eukdetect,Family,EqualReads
Ustilaginaceae,0.8216091513657219,1.6236977190788406,large_1,eukdetect,Family,EqualReads
Wallemiaceae,1.5693314159933418,2.281967693491081,large_1,eukdetect,Family,EqualReads
Ascochyta rabiei,0.4008876379204878,0.742335774896398,large_2,eukdetect,Species,EqualReads
Ascoidea rubescens,0.9354973815595883,1.473063484509037,large_2,eukdetect,Species,EqualReads
Aspergillus candidus,0.5994245905494877,0.9327080455500483,large_2,eukdetect,Species,EqualReads
Bipolaris sorokiniana,0.4758890064332063,0.8514515885637342,large_2,eukdetect,Species,EqualReads
Blastomyces dermatitidis,0.2459872329836945,0.020894517510766483,large_2,eukdetect,Species,EqualReads
Botrytis porri,0.3499669906981821,0.5107548724854029,large_2,eukdetect,Species,EqualReads
Brettanomyces bruxellensis,1.2451815527131596,2.222944501839878,large_2,eukdetect,Species,EqualReads
Candida orthopsilosis,1.293500719016977,2.296075313127561,large_2,eukdetect,Species,EqualReads
Candida parapsilosis,1.259766826239543,2.206693210442616,large_2,eukdetect,Species,EqualReads
Cladophialophora carrionii,0.564826380604188,1.1224999129395103,large_2,eukdetect,Species,EqualReads
Clavispora lusitaniae,1.351637661798737,2.596724203976923,large_2,eukdetect,Species,EqualReads
Cokeromyces recurvatus,0.5823079863847308,0.5246845508259139,large_2,eukdetect,Species,EqualReads
Cryptococcus wingfieldii,0.819985433795516,0.6425064134560693,large_2,eukdetect,Species,EqualReads
Cyberlindnera jadinii,1.2578293360462343,2.558997991804706,large_2,eukdetect,Species,EqualReads
Cyphellophora europaea,0.5689438138302586,1.278628391006071,large_2,eukdetect,Species,EqualReads
Debaryomyces hansenii,1.3474563390424177,2.4852867772528353,large_2,eukdetect,Species,EqualReads
Diutina rugosa,1.2178338708175658,2.314648217581576,large_2,eukdetect,Species,EqualReads
Eremothecium cymbalariae,1.693476705109247,2.8637097055033838,large_2,eukdetect,Species,EqualReads
Fusarium proliferatum,0.3621948008119618,0.1543872682739968,large_2,eukdetect,Species,EqualReads
Histoplasma capsulatum,0.5379614943699388,0.5391946324306128,large_2,eukdetect,Species,EqualReads
Hyphopichia burtonii,1.3202289019305828,2.6884279197186207,large_2,eukdetect,Species,EqualReads
Kluyveromyces marxianus,1.4995151898268444,2.6228423508653815,large_2,eukdetect,Species,EqualReads
Komagataella phaffii,1.7767222976123833,3.1127027058400176,large_2,eukdetect,Species,EqualReads
Kwoniella mangrovensis,0.7228116420532881,0.8572556212056137,large_2,eukdetect,Species,EqualReads
Lodderomyces elongisporus,1.017933361089032,1.721476081581483,large_2,eukdetect,Species,EqualReads
Malassezia restricta,2.2336859949013532,4.529467073722823,large_2,eukdetect,Species,EqualReads
Microsporum canis,0.7045519544541758,1.3105505705364087,large_2,eukdetect,Species,EqualReads
Nannizzia gypsea,0.70431676442721,1.2525102441176128,large_2,eukdetect,Species,EqualReads
Naumovozyma castellii,1.459502417686174,2.7441466330806645,large_2,eukdetect,Species,EqualReads
Neurospora crassa,0.399023554868819,0.5351318095812971,large_2,eukdetect,Species,EqualReads
Ogataea philodendri,1.8189816906872214,3.583990156360639,large_2,eukdetect,Species,EqualReads
Ogataea polymorpha,1.824634205096301,3.1306952070298446,large_2,eukdetect,Species,EqualReads
Paracoccidioides brasiliensis,0.5466963501534189,0.796893681730066,large_2,eukdetect,Species,EqualReads
Pichia kudriavzevii,1.5144380117210328,2.650121304282215,large_2,eukdetect,Species,EqualReads
Priceomyces carsonii,1.3918940317356547,2.535201457973,large_2,eukdetect,Species,EqualReads
Saccharomyces cerevisiae,1.3565157875633769,2.498636052329158,large_2,eukdetect,Species,EqualReads
Saccharomyces eubayanus,1.4031448285024994,2.422022821456348,large_2,eukdetect,Species,EqualReads
Saccharomyces mikatae,1.3527566130877566,1.2797891975344469,large_2,eukdetect,Species,EqualReads
Saccharomycodes ludwigii,1.3099511101242827,2.226426921425006,large_2,eukdetect,Species,EqualReads
Saprochaete ingens,0.7727964299479367,1.5775360720628695,large_2,eukdetect,Species,EqualReads
Scheffersomyces stipitis,1.0604724092521867,2.2653139401255995,large_2,eukdetect,Species,EqualReads
Schizophyllum commune,0.42344928390343023,0.5252649540901019,large_2,eukdetect,Species,EqualReads
Sordaria macrospora,0.42920499185383854,0.7220216606498195,large_2,eukdetect,Species,EqualReads
Suhomyces tanzawaensis,1.2465507003259342,2.594982994184359,large_2,eukdetect,Species,EqualReads
Talaromyces marneffei,0.5807060081280067,0.949539740211499,large_2,eukdetect,Species,EqualReads
Tetrapisispora phaffii,1.3516178029366959,2.323354266544395,large_2,eukdetect,Species,EqualReads
Torulaspora delbrueckii,1.7758937353440023,3.43598732399271,large_2,eukdetect,Species,EqualReads
Trichosporon asahii,0.6681539093919932,0.8909190105285153,large_2,eukdetect,Species,EqualReads
Verruconis gallopava,0.5152518138050218,0.977979500156709,large_2,eukdetect,Species,EqualReads
Wallemia ichthyophaga,1.6958956488631975,2.5224325861608645,large_2,eukdetect,Species,EqualReads
Wickerhamomyces ciferrii,1.0297960987873243,1.3401511370099946,large_2,eukdetect,Species,EqualReads
Xylona heveae,0.6728204352973719,1.184603062207622,large_2,eukdetect,Species,EqualReads
Yarrowia lipolytica,0.7986616334387795,1.592626556931756,large_2,eukdetect,Species,EqualReads
Zygotorulaspora mrakii,1.5726212853669777,3.1266323841805286,large_2,eukdetect,Species,EqualReads
Alternaria,1.375647515384576,0.2518950166575737,large_2,eukdetect,Genus,EqualReads
Ascochyta,0.4008876379204878,0.742335774896398,large_2,eukdetect,Genus,EqualReads
Ascoidea,0.9354973815595883,1.473063484509037,large_2,eukdetect,Genus,EqualReads
Aspergillus,4.098450730030756,1.8596120584582168,large_2,eukdetect,Genus,EqualReads
Bipolaris,0.4758890064332063,0.8514515885637342,large_2,eukdetect,Genus,EqualReads
Blastomyces,0.2459872329836945,0.20894517510766483,large_2,eukdetect,Genus,EqualReads
Botrytis,0.3499669906981821,0.5107548724854029,large_2,eukdetect,Genus,EqualReads
Brettanomyces,1.2451815527131596,2.222944501839878,large_2,eukdetect,Genus,EqualReads
Candida,10.898076558503062,4.502768523570177,large_2,eukdetect,Genus,EqualReads
Cladophialophora,1.0107361391586662,1.1224999129395103,large_2,eukdetect,Genus,EqualReads
Clavispora,1.351637661798737,2.596724203976923,large_2,eukdetect,Genus,EqualReads
Cokeromyces,0.5823079863847308,0.5246845508259139,large_2,eukdetect,Genus,EqualReads
Cryptococcus,3.56575845350125,1.7406293892996856,large_2,eukdetect,Genus,EqualReads
Cyberlindnera,1.2578293360462343,2.558997991804706,large_2,eukdetect,Genus,EqualReads
Cyphellophora,0.5689438138302586,1.278628391006071,large_2,eukdetect,Genus,EqualReads
Debaryomyces,1.3474563390424177,2.4852867772528353,large_2,eukdetect,Genus,EqualReads
Diutina,1.2178338708175658,2.314648217581576,large_2,eukdetect,Genus,EqualReads
Eremothecium,1.693476705109247,2.8637097055033838,large_2,eukdetect,Genus,EqualReads
Fusarium,0.6679080243629316,0.1944350935029659,large_2,eukdetect,Genus,EqualReads
Histoplasma,0.5379614943699388,0.5391946324306128,large_2,eukdetect,Genus,EqualReads
Hyphopichia,1.3202289019305828,2.6884279197186207,large_2,eukdetect,Genus,EqualReads
Kluyveromyces,3.031436353277379,2.6228423508653815,large_2,eukdetect,Genus,EqualReads
Komagataella,1.7767222976123833,3.1127027058400176,large_2,eukdetect,Genus,EqualReads
Kwoniella,3.5791269396833605,0.8572556212056137,large_2,eukdetect,Genus,EqualReads
Lodderomyces,1.017933361089032,1.721476081581483,large_2,eukdetect,Genus,EqualReads
Malassezia,8.319332908880058,4.529467073722823,large_2,eukdetect,Genus,EqualReads
Microsporum,0.7045519544541758,1.3105505705364087,large_2,eukdetect,Genus,EqualReads
Nannizzia,0.70431676442721,1.2525102441176128,large_2,eukdetect,Genus,EqualReads
Naumovozyma,1.459502417686174,2.7441466330806645,large_2,eukdetect,Genus,EqualReads
Neurospora,0.8002974388837376,0.5734384250177024,large_2,eukdetect,Genus,EqualReads
Ogataea,7.327958118334158,6.714685363390483,large_2,eukdetect,Genus,EqualReads
Paracoccidioides,0.5466963501534189,0.796893681730066,large_2,eukdetect,Genus,EqualReads
Pichia,1.5144380117210328,2.650121304282215,large_2,eukdetect,Genus,EqualReads
Priceomyces,1.3918940317356547,2.535201457973,large_2,eukdetect,Genus,EqualReads
Saccharomyces,5.474574912216954,6.200448071319953,large_2,eukdetect,Genus,EqualReads
Saccharomycodes,1.3099511101242827,2.226426921425006,large_2,eukdetect,Genus,EqualReads
Saprochaete,0.7727964299479367,1.5775360720628695,large_2,eukdetect,Genus,EqualReads
Scheffersomyces,2.1700833939588327,2.2653139401255995,large_2,eukdetect,Genus,EqualReads
Schizophyllum,0.42344928390343023,0.5252649540901019,large_2,eukdetect,Genus,EqualReads
Sordaria,0.42920499185383854,0.7220216606498195,large_2,eukdetect,Genus,EqualReads
Suhomyces,1.2465507003259342,2.594982994184359,large_2,eukdetect,Genus,EqualReads
Talaromyces,0.5807060081280067,0.949539740211499,large_2,eukdetect,Genus,EqualReads
Tetrapisispora,2.5172109905124387,2.323354266544395,large_2,eukdetect,Genus,EqualReads
Torulaspora,1.7758937353440023,3.43598732399271,large_2,eukdetect,Genus,EqualReads
Trichophyton,0.7276999446645864,0.5751796348102662,large_2,eukdetect,Genus,EqualReads
Trichosporon,0.6681539093919932,0.8909190105285153,large_2,eukdetect,Genus,EqualReads
Verruconis,0.5152518138050218,0.977979500156709,large_2,eukdetect,Genus,EqualReads
Wallemia,3.3641551186314067,2.5224325861608645,large_2,eukdetect,Genus,EqualReads
Wickerhamomyces,1.0297960987873243,1.3401511370099946,large_2,eukdetect,Genus,EqualReads
Xylona,0.6728204352973719,1.184603062207622,large_2,eukdetect,Genus,EqualReads
Yarrowia,0.7986616334387795,1.592626556931756,large_2,eukdetect,Genus,EqualReads
Zygotorulaspora,1.5726212853669777,3.1266323841805286,large_2,eukdetect,Genus,EqualReads
Ajellomycetaceae,0.7839487273536333,0.7481398075382777,large_2,eukdetect,Family,EqualReads
Arthrodermataceae,2.1365686635459724,3.1382404494642877,large_2,eukdetect,Family,EqualReads
Ascoideaceae,0.9354973815595883,1.473063484509037,large_2,eukdetect,Family,EqualReads
Aspergillaceae,4.098450730030756,1.8596120584582168,large_2,eukdetect,Family,EqualReads
Cryptococcaceae,7.144885393184611,2.597885010505299,large_2,eukdetect,Family,EqualReads
Cyphellophoraceae,0.5689438138302586,1.278628391006071,large_2,eukdetect,Family,EqualReads
Debaryomycetaceae,21.674945065836084,18.793457694406072,large_2,eukdetect,Family,EqualReads
Didymellaceae,0.4008876379204878,0.742335774896398,large_2,eukdetect,Family,EqualReads
Dipodascaceae,1.5714580633867161,3.1701626289946256,large_2,eukdetect,Family,EqualReads
Herpotrichiellaceae,1.0107361391586662,1.1224999129395103,large_2,eukdetect,Family,EqualReads
Malasseziaceae,8.319332908880058,4.529467073722823,large_2,eukdetect,Family,EqualReads
Metschnikowiaceae,1.351637661798737,2.596724203976923,large_2,eukdetect,Family,EqualReads
Mucoraceae,0.5823079863847308,0.5246845508259139,large_2,eukdetect,Family,EqualReads
Nectriaceae,0.6679080243629316,0.1944350935029659,large_2,eukdetect,Family,EqualReads
Phaffomycetaceae,4.064347732445942,7.011851834654719,large_2,eukdetect,Family,EqualReads
Pichiaceae,10.08757768276835,11.587751169512577,large_2,eukdetect,Family,EqualReads
Pleosporaceae,1.8515365218177822,1.103346605221308,large_2,eukdetect,Family,EqualReads
Saccharomycetaceae,19.96214405914431,23.332791623620093,large_2,eukdetect,Family,EqualReads
Saccharomycodaceae,1.3099511101242827,2.226426921425006,large_2,eukdetect,Family,EqualReads
Schizophyllaceae,0.42344928390343023,0.5252649540901019,large_2,eukdetect,Family,EqualReads
Sclerotiniaceae,0.3499669906981821,0.5107548724854029,large_2,eukdetect,Family,EqualReads
Sordariaceae,1.2295024307375761,1.2954600856675218,large_2,eukdetect,Family,EqualReads
Sympoventuriaceae,0.5152518138050218,0.977979500156709,large_2,eukdetect,Family,EqualReads
Trichocomaceae,0.5807060081280067,0.949539740211499,large_2,eukdetect,Family,EqualReads
Trichosporonaceae,0.6681539093919932,0.8909190105285153,large_2,eukdetect,Family,EqualReads
Wallemiaceae,3.3641551186314067,2.5224325861608645,large_2,eukdetect,Family,EqualReads
Xylonaceae,0.6728204352973719,1.184603062207622,large_2,eukdetect,Family,EqualReads
Acaromyces ingoldii,0.5061185469187354,1.0335126715567458,complete_1,eukdetect,Species,EqualReads
Ascochyta rabiei,0.23951318906693708,0.4807959756184785,complete_1,eukdetect,Species,EqualReads
Ascoidea rubescens,0.5589196074575569,1.020797406085844,complete_1,eukdetect,Species,EqualReads
Aspergillus candidus,0.35813051266032436,0.6047698139597721,complete_1,eukdetect,Species,EqualReads
Aspergillus chevalieri,0.3294344443911314,0.42238522486152286,complete_1,eukdetect,Species,EqualReads
Aspergillus fischeri,0.3117942160524142,0.5690081298228604,complete_1,eukdetect,Species,EqualReads
Aspergillus glaucus,0.3494874138768277,0.6282135846717475,complete_1,eukdetect,Species,EqualReads
