Taxon name,RelAbCoverage,PredictedRelAb,Mock_community,Tool,Level,ComType
Debaryomycetaceae,10.0,19.96186,median_1,metaphlan,Family,EqualCoverage
Malasseziaceae,6.0,19.66305,median_1,metaphlan,Family,EqualCoverage
Saccharomycetaceae,20.0,10.48882,median_1,metaphlan,Family,EqualCoverage
Sporidiobolaceae,2.0,5.23004,median_1,metaphlan,Family,EqualCoverage
Aspergillus candidus,2.0,6.49834,median_2,metaphlan,Species,EqualCoverage
Aspergillus fischeri,2.0,5.33117,median_2,metaphlan,Species,EqualCoverage
Aspergillus lentulus,2.0,5.51478,median_2,metaphlan,Species,EqualCoverage
Candida albicans,2.0,7.40164,median_2,metaphlan,Species,EqualCoverage
Clavispora lusitaniae,2.0,7.45953,median_2,metaphlan,Species,EqualCoverage
Cryptococcus gattii,2.0,8.59805,median_2,metaphlan,Species,EqualCoverage
Debaryomyces hansenii,2.0,7.11798,median_2,metaphlan,Species,EqualCoverage
Malassezia pachydermatis,2.0,7.08541,median_2,metaphlan,Species,EqualCoverage
Malassezia restricta,2.0,7.24743,median_2,metaphlan,Species,EqualCoverage
Rhodotorula toruloides,2.0,5.65532,median_2,metaphlan,Species,EqualCoverage
Saccharomyces cerevisiae,2.0,7.09711,median_2,metaphlan,Species,EqualCoverage
Trichosporon asahii,2.0,7.08664,median_2,metaphlan,Species,EqualCoverage
Yamadazyma tenuis,2.0,7.73864,median_2,metaphlan,Species,EqualCoverage
Aspergillus,8.0,21.63215,median_2,metaphlan,Genus,EqualCoverage
Clavispora,2.0,7.45953,median_2,metaphlan,Genus,EqualCoverage
Cryptococcus,6.0,14.47816,median_2,metaphlan,Genus,EqualCoverage
Debaryomyces,2.0,7.11798,median_2,metaphlan,Genus,EqualCoverage
Malassezia,4.0,14.33284,median_2,metaphlan,Genus,EqualCoverage
Rhodotorula,2.0,5.65532,median_2,metaphlan,Genus,EqualCoverage
Saccharomyces,2.0,7.09711,median_2,metaphlan,Genus,EqualCoverage
Trichosporon,2.0,7.08664,median_2,metaphlan,Genus,EqualCoverage
Yamadazyma,2.0,7.73864,median_2,metaphlan,Genus,EqualCoverage
Aspergillaceae,8.0,21.63215,median_2,metaphlan,Family,EqualCoverage
Cryptococcaceae,8.0,14.47816,median_2,metaphlan,Family,EqualCoverage
Debaryomycetaceae,16.0,22.25826,median_2,metaphlan,Family,EqualCoverage
Malasseziaceae,4.0,14.33284,median_2,metaphlan,Family,EqualCoverage
Metschnikowiaceae,2.0,7.45953,median_2,metaphlan,Family,EqualCoverage
Saccharomycetaceae,10.0,7.09711,median_2,metaphlan,Family,EqualCoverage
Sporidiobolaceae,2.0,5.65532,median_2,metaphlan,Family,EqualCoverage
Trichosporonaceae,2.0,7.08664,median_2,metaphlan,Family,EqualCoverage
Aspergillus niger,2.0,6.01203,median_3,metaphlan,Species,EqualCoverage
Candida albicans,2.0,6.44713,median_3,metaphlan,Species,EqualCoverage
Candida dubliniensis,2.0,6.37631,median_3,metaphlan,Species,EqualCoverage
Candida orthopsilosis,2.0,6.68223,median_3,metaphlan,Species,EqualCoverage
Candida tropicalis,2.0,6.85532,median_3,metaphlan,Species,EqualCoverage
Debaryomyces fabryi,2.0,6.53703,median_3,metaphlan,Species,EqualCoverage
Debaryomyces hansenii,2.0,6.29021,median_3,metaphlan,Species,EqualCoverage
Malassezia globosa,2.0,6.08579,median_3,metaphlan,Species,EqualCoverage
Malassezia restricta,2.0,6.39863,median_3,metaphlan,Species,EqualCoverage
Malassezia sympodialis,2.0,6.42885,median_3,metaphlan,Species,EqualCoverage
Pichia kudriavzevii,2.0,6.75899,median_3,metaphlan,Species,EqualCoverage
Pneumocystis carinii,2.0,4.38974,median_3,metaphlan,Species,EqualCoverage
Aspergillus,2.0,6.01203,median_3,metaphlan,Genus,EqualCoverage
Cryptococcus,2.0,4.22188,median_3,metaphlan,Genus,EqualCoverage
Debaryomyces,4.0,12.82724,median_3,metaphlan,Genus,EqualCoverage
Malassezia,6.0,18.91327,median_3,metaphlan,Genus,EqualCoverage
Nakaseomyces,2.0,6.75058,median_3,metaphlan,Genus,EqualCoverage
Penicillium,2.0,6.06279,median_3,metaphlan,Genus,EqualCoverage
Pichia,2.0,6.75899,median_3,metaphlan,Genus,EqualCoverage
Pneumocystis,2.0,4.38974,median_3,metaphlan,Genus,EqualCoverage
Saccharomyces,6.0,7.70248,median_3,metaphlan,Genus,EqualCoverage
Aspergillaceae,4.0,12.07482,median_3,metaphlan,Family,EqualCoverage
Cryptococcaceae,4.0,4.22188,median_3,metaphlan,Family,EqualCoverage
Debaryomycetaceae,26.0,39.18823,median_3,metaphlan,Family,EqualCoverage
Malasseziaceae,6.0,18.91327,median_3,metaphlan,Family,EqualCoverage
Pichiaceae,4.0,6.75899,median_3,metaphlan,Family,EqualCoverage
Saccharomycetaceae,18.0,14.45307,median_3,metaphlan,Family,EqualCoverage
Aspergillus fischeri,1.0,3.13229,large_1,metaphlan,Species,EqualCoverage
Aspergillus lentulus,1.0,3.26382,large_1,metaphlan,Species,EqualCoverage
Aspergillus thermomutatus,1.0,4.22485,large_1,metaphlan,Species,EqualCoverage
Candida albicans,1.0,4.30394,large_1,metaphlan,Species,EqualCoverage
Candida dubliniensis,1.0,4.1649,large_1,metaphlan,Species,EqualCoverage
Candida tropicalis,1.0,4.38042,large_1,metaphlan,Species,EqualCoverage
Clavispora lusitaniae,1.0,4.40012,large_1,metaphlan,Species,EqualCoverage
Cryptococcus gattii,1.0,9.60558,large_1,metaphlan,Species,EqualCoverage
Cryptococcus wingfieldii,1.0,3.60978,large_1,metaphlan,Species,EqualCoverage
Debaryomyces hansenii,1.0,4.19527,large_1,metaphlan,Species,EqualCoverage
Malassezia globosa,1.0,4.13676,large_1,metaphlan,Species,EqualCoverage
Malassezia japonica,1.0,4.14351,large_1,metaphlan,Species,EqualCoverage
Malassezia restricta,1.0,4.27156,large_1,metaphlan,Species,EqualCoverage
Malassezia sympodialis,1.0,4.16384,large_1,metaphlan,Species,EqualCoverage
Pichia kudriavzevii,1.0,4.47814,large_1,metaphlan,Species,EqualCoverage
Pneumocystis carinii,1.0,2.67478,large_1,metaphlan,Species,EqualCoverage
Pneumocystis murina,1.0,2.85281,large_1,metaphlan,Species,EqualCoverage
Rhodotorula graminis,1.0,3.84304,large_1,metaphlan,Species,EqualCoverage
Saccharomyces paradoxus,1.0,3.88522,large_1,metaphlan,Species,EqualCoverage
Trichosporon asahii,1.0,4.19743,large_1,metaphlan,Species,EqualCoverage
Yamadazyma tenuis,1.0,4.50315,large_1,metaphlan,Species,EqualCoverage
Aspergillus,4.0,12.85776,large_1,metaphlan,Genus,EqualCoverage
Clavispora,1.0,4.40012,large_1,metaphlan,Genus,EqualCoverage
Cryptococcus,5.0,13.21536,large_1,metaphlan,Genus,EqualCoverage
Debaryomyces,1.0,4.19527,large_1,metaphlan,Genus,EqualCoverage
Malassezia,4.0,16.71567,large_1,metaphlan,Genus,EqualCoverage
Nakaseomyces,1.0,4.45716,large_1,metaphlan,Genus,EqualCoverage
Pichia,1.0,4.47814,large_1,metaphlan,Genus,EqualCoverage
Pneumocystis,2.0,5.52759,large_1,metaphlan,Genus,EqualCoverage
Rhodotorula,1.0,3.84304,large_1,metaphlan,Genus,EqualCoverage
Saccharomyces,4.0,8.76005,large_1,metaphlan,Genus,EqualCoverage
Trichosporon,1.0,4.19743,large_1,metaphlan,Genus,EqualCoverage
Yamadazyma,1.0,4.50315,large_1,metaphlan,Genus,EqualCoverage
Aspergillaceae,4.0,12.85776,large_1,metaphlan,Family,EqualCoverage
Cryptococcaceae,8.0,13.21536,large_1,metaphlan,Family,EqualCoverage
Debaryomycetaceae,14.0,21.54768,large_1,metaphlan,Family,EqualCoverage
Malasseziaceae,4.0,16.71567,large_1,metaphlan,Family,EqualCoverage
Metschnikowiaceae,2.0,4.40012,large_1,metaphlan,Family,EqualCoverage
Pichiaceae,5.0,4.47814,large_1,metaphlan,Family,EqualCoverage
Saccharomycetaceae,18.0,13.21722,large_1,metaphlan,Family,EqualCoverage
Sporidiobolaceae,1.0,3.84304,large_1,metaphlan,Family,EqualCoverage
Trichosporonaceae,1.0,4.19743,large_1,metaphlan,Family,EqualCoverage
Aspergillus alliaceus,1.0,3.70022,large_2,metaphlan,Species,EqualCoverage
Aspergillus candidus,1.0,3.28765,large_2,metaphlan,Species,EqualCoverage
Aspergillus fischeri,1.0,2.81612,large_2,metaphlan,Species,EqualCoverage
Aspergillus flavus,1.0,6.71209,large_2,metaphlan,Species,EqualCoverage
Aspergillus glaucus,1.0,3.60709,large_2,metaphlan,Species,EqualCoverage
Aspergillus terreus,1.0,3.3006,large_2,metaphlan,Species,EqualCoverage
Candida albicans,1.0,3.66676,large_2,metaphlan,Species,EqualCoverage
Candida dubliniensis,1.0,3.54888,large_2,metaphlan,Species,EqualCoverage
Candida orthopsilosis,1.0,3.78972,large_2,metaphlan,Species,EqualCoverage
Candida parapsilosis,1.0,3.73379,large_2,metaphlan,Species,EqualCoverage
Candida theae,1.0,3.58255,large_2,metaphlan,Species,EqualCoverage
Candida tropicalis,1.0,3.96565,large_2,metaphlan,Species,EqualCoverage
Clavispora lusitaniae,1.0,3.72571,large_2,metaphlan,Species,EqualCoverage
Cryptococcus gattii,1.0,8.04728,large_2,metaphlan,Species,EqualCoverage
Cryptococcus wingfieldii,1.0,3.22358,large_2,metaphlan,Species,EqualCoverage
Debaryomyces hansenii,1.0,3.53516,large_2,metaphlan,Species,EqualCoverage
Malassezia japonica,1.0,3.57538,large_2,metaphlan,Species,EqualCoverage
Malassezia pachydermatis,1.0,3.58182,large_2,metaphlan,Species,EqualCoverage
Malassezia restricta,1.0,3.62347,large_2,metaphlan,Species,EqualCoverage
Malassezia sympodialis,1.0,3.57637,large_2,metaphlan,Species,EqualCoverage
Pichia kudriavzevii,1.0,3.79943,large_2,metaphlan,Species,EqualCoverage
Saccharomyces mikatae,1.0,3.94842,large_2,metaphlan,Species,EqualCoverage
Saccharomyces paradoxus,1.0,2.85712,large_2,metaphlan,Species,EqualCoverage
Trichosporon asahii,1.0,3.45033,large_2,metaphlan,Species,EqualCoverage
Aspergillus,8.0,26.46595,large_2,metaphlan,Genus,EqualCoverage
Clavispora,1.0,3.72571,large_2,metaphlan,Genus,EqualCoverage
Cryptococcus,4.0,11.27086,large_2,metaphlan,Genus,EqualCoverage
Debaryomyces,1.0,3.53516,large_2,metaphlan,Genus,EqualCoverage
Malassezia,4.0,14.35703,large_2,metaphlan,Genus,EqualCoverage
Pichia,1.0,3.79943,large_2,metaphlan,Genus,EqualCoverage
Saccharomyces,4.0,11.10819,large_2,metaphlan,Genus,EqualCoverage
Trichosporon,1.0,3.45033,large_2,metaphlan,Genus,EqualCoverage
Aspergillaceae,8.0,26.46595,large_2,metaphlan,Family,EqualCoverage
Cryptococcaceae,9.0,11.27086,large_2,metaphlan,Family,EqualCoverage
Debaryomycetaceae,18.0,25.8225,large_2,metaphlan,Family,EqualCoverage
Malasseziaceae,4.0,14.35703,large_2,metaphlan,Family,EqualCoverage
Metschnikowiaceae,1.0,3.72571,large_2,metaphlan,Family,EqualCoverage
Pichiaceae,6.0,3.79943,large_2,metaphlan,Family,EqualCoverage
Saccharomycetaceae,14.0,11.10819,large_2,metaphlan,Family,EqualCoverage
Trichosporonaceae,1.0,3.45033,large_2,metaphlan,Family,EqualCoverage
Aspergillus alliaceus,0.6060606060606061,2.2785,complete_1,metaphlan,Species,EqualCoverage
Aspergillus candidus,0.6060606060606061,1.98603,complete_1,metaphlan,Species,EqualCoverage
Aspergillus fischeri,0.6060606060606061,1.88838,complete_1,metaphlan,Species,EqualCoverage
Aspergillus flavus,0.6060606060606061,4.11721,complete_1,metaphlan,Species,EqualCoverage
Aspergillus glaucus,0.6060606060606061,2.20378,complete_1,metaphlan,Species,EqualCoverage
Aspergillus lentulus,0.6060606060606061,1.79665,complete_1,metaphlan,Species,EqualCoverage
Aspergillus niger,0.6060606060606061,2.0545,complete_1,metaphlan,Species,EqualCoverage
Aspergillus terreus,0.6060606060606061,2.2132,complete_1,metaphlan,Species,EqualCoverage
Aspergillus thermomutatus,0.6060606060606061,2.23669,complete_1,metaphlan,Species,EqualCoverage
Aspergillus tubingensis,0.6060606060606061,1.44756,complete_1,metaphlan,Species,EqualCoverage
Candida albicans,0.6060606060606061,2.29819,complete_1,metaphlan,Species,EqualCoverage
Candida dubliniensis,0.6060606060606061,2.35355,complete_1,metaphlan,Species,EqualCoverage
Candida orthopsilosis,0.6060606060606061,2.35123,complete_1,metaphlan,Species,EqualCoverage
Candida parapsilosis,0.6060606060606061,2.40393,complete_1,metaphlan,Species,EqualCoverage
Candida theae,0.6060606060606061,2.2819,complete_1,metaphlan,Species,EqualCoverage
Candida tropicalis,0.6060606060606061,2.40812,complete_1,metaphlan,Species,EqualCoverage
Clavispora lusitaniae,0.6060606060606061,2.33694,complete_1,metaphlan,Species,EqualCoverage
Cryptococcus gattii,0.6060606060606061,5.10484,complete_1,metaphlan,Species,EqualCoverage
Cryptococcus wingfieldii,0.6060606060606061,4.26535,complete_1,metaphlan,Species,EqualCoverage
Debaryomyces fabryi,0.6060606060606061,2.33944,complete_1,metaphlan,Species,EqualCoverage
Debaryomyces hansenii,0.6060606060606061,2.2412,complete_1,metaphlan,Species,EqualCoverage
Malassezia globosa,0.6060606060606061,2.2024,complete_1,metaphlan,Species,EqualCoverage
Malassezia japonica,0.6060606060606061,2.25224,complete_1,metaphlan,Species,EqualCoverage
Malassezia pachydermatis,0.6060606060606061,2.19942,complete_1,metaphlan,Species,EqualCoverage
Malassezia restricta,0.6060606060606061,2.2809,complete_1,metaphlan,Species,EqualCoverage
Malassezia sympodialis,0.6060606060606061,2.27609,complete_1,metaphlan,Species,EqualCoverage
Malassezia vespertilionis,0.6060606060606061,2.25884,complete_1,metaphlan,Species,EqualCoverage
Penicillium chrysogenum,0.6060606060606061,4.01646,complete_1,metaphlan,Species,EqualCoverage
Pichia kudriavzevii,0.6060606060606061,2.38019,complete_1,metaphlan,Species,EqualCoverage
Pichia membranifaciens,0.6060606060606061,2.42161,complete_1,metaphlan,Species,EqualCoverage
Pneumocystis carinii,0.6060606060606061,1.36034,complete_1,metaphlan,Species,EqualCoverage
Pneumocystis jirovecii,0.6060606060606061,2.05978,complete_1,metaphlan,Species,EqualCoverage
Pneumocystis murina,0.6060606060606061,1.51268,complete_1,metaphlan,Species,EqualCoverage
Rhodotorula graminis,0.6060606060606061,1.94274,complete_1,metaphlan,Species,EqualCoverage
Rhodotorula toruloides,0.6060606060606061,1.76739,complete_1,metaphlan,Species,EqualCoverage
Saccharomyces mikatae,0.6060606060606061,2.31883,complete_1,metaphlan,Species,EqualCoverage
Saccharomyces paradoxus,0.6060606060606061,1.93141,complete_1,metaphlan,Species,EqualCoverage
Trichosporon asahii,0.6060606060606061,2.22709,complete_1,metaphlan,Species,EqualCoverage
Yamadazyma tenuis,0.6060606060606061,2.41614,complete_1,metaphlan,Species,EqualCoverage
Aspergillus,7.878787878787879,25.4786,complete_1,metaphlan,Genus,EqualCoverage
Clavispora,0.6060606060606061,2.33694,complete_1,metaphlan,Genus,EqualCoverage
Cryptococcus,3.6363636363636367,9.37019,complete_1,metaphlan,Genus,EqualCoverage
Debaryomyces,1.2121212121212122,4.58065,complete_1,metaphlan,Genus,EqualCoverage
Malassezia,3.6363636363636367,13.46989,complete_1,metaphlan,Genus,EqualCoverage
Nakaseomyces,0.6060606060606061,2.41005,complete_1,metaphlan,Genus,EqualCoverage
Penicillium,1.2121212121212122,4.01646,complete_1,metaphlan,Genus,EqualCoverage
Pichia,1.2121212121212122,4.8018,complete_1,metaphlan,Genus,EqualCoverage
Pneumocystis,1.8181818181818183,4.93281,complete_1,metaphlan,Genus,EqualCoverage
Rhodotorula,1.2121212121212122,3.71014,complete_1,metaphlan,Genus,EqualCoverage
Saccharomyces,3.0303030303030303,6.15231,complete_1,metaphlan,Genus,EqualCoverage
Trichosporon,0.6060606060606061,2.22709,complete_1,metaphlan,Genus,EqualCoverage
Yamadazyma,0.6060606060606061,2.41614,complete_1,metaphlan,Genus,EqualCoverage
Aspergillaceae,9.090909090909092,29.49506,complete_1,metaphlan,Family,EqualCoverage
Cryptococcaceae,7.878787878787879,9.37019,complete_1,metaphlan,Family,EqualCoverage
Debaryomycetaceae,15.757575757575758,21.09372,complete_1,metaphlan,Family,EqualCoverage
Malasseziaceae,3.6363636363636367,13.46989,complete_1,metaphlan,Family,EqualCoverage
Metschnikowiaceae,1.2121212121212122,2.33694,complete_1,metaphlan,Family,EqualCoverage
Pichiaceae,4.848484848484849,4.8018,complete_1,metaphlan,Family,EqualCoverage
Saccharomycetaceae,12.727272727272728,8.56236,complete_1,metaphlan,Family,EqualCoverage
Sporidiobolaceae,1.2121212121212122,3.71014,complete_1,metaphlan,Family,EqualCoverage
Trichosporonaceae,0.6060606060606061,2.22709,complete_1,metaphlan,Family,EqualCoverage
