	filename	accession	label	taxonomy	DetectedCoreGenes	PercCoreGenes	GC	NumContigs	GenomeLength
115	GCF_000185945.1.fna	GCF_000185945.1	Cryptococcus gattii WM276	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus gattii	55.0	90.1639344262295	48.0	21.0	18374760
116	GCF_029532465.1.fna	GCF_029532465.1	Lipomyces tetrasporus	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Lipomycetaceae;Lipomyces;Lipomyces tetrasporus	55.0	90.1639344262295	48.0	18.0	20779202
117	GCF_014898465.1.fna	GCF_014898465.1	Botrytis porri	Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis porri	56.0	91.80327868852459	40.0	31.0	46789968
118	GCF_001890805.1.fna	GCF_001890805.1	Aspergillus glaucus CBS 516.65	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus glaucus	56.0	91.80327868852459	49.5	433.0	27993362
119	GCF_035658355.1.fna	GCF_035658355.1	Kwoniella shivajii	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella shivajii	61.0	100.0	43.5	12.0	22171496
120	GCF_000320785.1.fna	GCF_000320785.1	Rhodotorula toruloides NP11	Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula toruloides	55.0	90.1639344262295	62.0	304.0	20223942
121	GCF_011692745.1.fna	GCF_011692745.1	Arthroderma uncinatum	Fungi;Ascomycota;Eurotiomycetes;Onygenales;Arthrodermataceae;Arthroderma;Arthroderma uncinatum	55.0	90.1639344262295	48.5	5.0	23563256
122	GCF_001720155.1.fna	GCF_001720155.1	Cryptococcus wingfieldii CBS 7118	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus wingfieldii	55.0	90.1639344262295	53.5	196.0	19969799
123	GCF_001646965.1.fna	GCF_001646965.1	Fonsecaea nubica	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Fonsecaea;Fonsecaea nubica	60.0	98.36065573770492	52.5	259.0	33787447
124	GCF_033439725.1.fna	GCF_033439725.1	Neurospora tetraspora	Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora tetraspora	56.0	91.80327868852459	48.5	23.0	43856413
125	GCF_002079055.1.fna	GCF_002079055.1	Saccharomyces paradoxus	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces paradoxus	57.0	93.44262295081968	38.5	17.0	12021328
126	GCF_030411735.1.fna	GCF_030411735.1	Phialemonium atrogriseum	Fungi;Ascomycota;Sordariomycetes;Cephalothecales;Cephalothecaceae;Phialemonium;Phialemonium atrogriseum	56.0	91.80327868852459	55.0	237.0	33593884
127	GCF_019207475.1.fna	GCF_019207475.1	Ogataea angusta	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Ogataea;Ogataea angusta	59.0	96.72131147540983	49.5	84.0	8903801
128	GCF_000403515.1.fna	GCF_000403515.1	Pseudozyma hubeiensis SY62	Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Pseudozyma;Pseudozyma hubeiensis	61.0	100.0	56.5	160.0	18442938
129	GCF_000027005.1.fna	GCF_000027005.1	Komagataella phaffii GS115	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Komagataella;Komagataella phaffii	55.0	90.1639344262295	41.0	15.0	9216378
130	GCF_000091045.1.fna	GCF_000091045.1	Cryptococcus neoformans var. neoformans JEC21	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus neoformans	55.0	90.1639344262295	48.5	37.0	19051922
131	GCF_002954075.1.fna	GCF_002954075.1	Cryptococcus deuterogattii R265	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus deuterogattii	55.0	90.1639344262295	48.0	17.0	17550122
132	GCF_013340325.1.fna	GCF_013340325.1	Aspergillus tubingensis	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus tubingensis	56.0	91.80327868852459	49.5	16.0	35047229
133	GCF_000507465.1.fna	GCF_000507465.1	Kwoniella mangroviensis CBS 8507	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella mangrovensis	54.0	88.52459016393442	45.0	105.0	22654511
134	GCF_000143365.1.fna	GCF_000143365.1	Chaetomium globosum CBS 148.51	Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium globosum	59.0	96.72131147540983	56.0	1228.0	34276485
135	GCF_000151335.2.fna	GCF_000151335.2	Coccidioides posadasii C735 delta SOWgp	Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides;Coccidioides posadasii	57.0	93.44262295081968	46.5	55.0	27013412
136	GCF_001278385.1.fna	GCF_001278385.1	Malassezia pachydermatis	Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia pachydermatis	60.0	98.36065573770492	55.0	118.0	8150648
137	GCF_011074885.1.fna	GCF_011074885.1	Brettanomyces bruxellensis	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Brettanomyces;Brettanomyces bruxellensis	55.0	90.1639344262295	40.0	9.0	13150648
138	GCF_014117465.1.fna	GCF_014117465.1	Aspergillus flavus NRRL3357	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus flavus	56.0	91.80327868852459	48.0	16.0	36995582
139	GCF_001661335.1.fna	GCF_001661335.1	Babjeviella inositovora NRRL Y-12698	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;;Babjeviella;Babjeviella inositovora	58.0	95.08196721311475	48.0	211.0	15221050
140	GCF_000243375.1.fna	GCF_000243375.1	Torulaspora delbrueckii	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora delbrueckii	55.0	90.1639344262295	42.0	34.0	9220678
141	GCF_036370985.1.fna	GCF_036370985.1	Kazachstania heterogenica	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kazachstania;Kazachstania heterogenica	57.0	93.44262295081968	30.5	33.0	14370535
142	GCF_028828025.1.fna	GCF_028828025.1	Penicillium rubens	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium rubens	60.0	98.36065573770492	49.0	4.0	30336503
143	GCF_000236905.1.fna	GCF_000236905.1	Tetrapisispora phaffii CBS 4417	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Tetrapisispora;Tetrapisispora phaffii	55.0	90.1639344262295	33.5	105.0	12115070
144	GCF_023758025.1.fna	GCF_023758025.1	Alternaria triticimaculans	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria triticimaculans	58.0	95.08196721311475	50.0	238.0	36788567
145	GCF_013402915.1.fna	GCF_013402915.1	Zygotorulaspora mrakii	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora;Zygotorulaspora mrakii	61.0	100.0	40.0	8.0	10412516
146	GCF_000315915.1.fna	GCF_000315915.1	Tetrapisispora blattae CBS 6284	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Tetrapisispora;Tetrapisispora blattae	52.0	85.24590163934425	31.5	82.0	14048593
147	GCF_023757985.1.fna	GCF_023757985.1	Alternaria ethzedia	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria ethzedia	58.0	95.08196721311475	50.5	585.0	36016348
148	GCF_001417885.1.fna	GCF_001417885.1	Kluyveromyces marxianus DMKU3-1042	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces;Kluyveromyces marxianus	58.0	95.08196721311475	40.0	8.0	10920159
149	GCF_000006335.3.fna	GCF_000006335.3	Candida tropicalis MYA-3404	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida tropicalis	60.0	98.36065573770492	33.0	127.0	14579835
150	GCF_000150825.1.fna	GCF_000150825.1	Verticillium alfalfae VaMs.102	Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Verticillium;Verticillium alfalfae	56.0	91.80327868852459	56.0	4147.0	32833495
151	GCF_902498895.1.fna	GCF_902498895.1	Saprochaete ingens	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Saprochaete;Saprochaete ingens	59.0	96.72131147540983	37.0	6.0	21189208
152	GCF_026873545.1.fna	GCF_026873545.1	Fusarium falciforme	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium falciforme	56.0	91.80327868852459	49.5	14.0	53563088
153	GCF_002847045.1.fna	GCF_002847045.1	Aspergillus candidus	Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus candidus	56.0	91.80327868852459	52.0	316.0	27317772
154	GCF_001664045.1.fna	GCF_001664045.1	Ogataea polymorpha	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Ogataea;Ogataea polymorpha	55.0	90.1639344262295	48.0	7.0	8974371
155	GCF_024628925.1.fna	GCF_024628925.1	Candida margitis	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida margitis	59.0	96.72131147540983	38.5	201.0	12909612
156	GCF_001661235.1.fna	GCF_001661235.1	Pichia membranifaciens NRRL Y-2026	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia membranifaciens	55.0	90.1639344262295	45.0	144.0	11582150
157	GCF_019202705.1.fna	GCF_019202705.1	[Candida] subhashii	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Spathaspora;[Candida] subhashii	60.0	98.36065573770492	34.5	349.0	15377153
158	GCF_025118155.1.fna	GCF_025118155.1	Cokeromyces recurvatus	Fungi;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Cokeromyces;Cokeromyces recurvatus	55.0	90.1639344262295	30.5	85.0	28120762
159	GCF_019207285.1.fna	GCF_019207285.1	Ogataea haglerorum	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Ogataea;Ogataea haglerorum	59.0	96.72131147540983	49.5	65.0	8874124
160	GCF_020726555.1.fna	GCF_020726555.1	Boeremia exigua	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;Boeremia;Boeremia exigua	56.0	91.80327868852459	53.0	26.0	35322113
161	GCF_025024155.1.fna	GCF_025024155.1	Gamsiella multidivaricata	Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Gamsiella;Gamsiella multidivaricata	55.0	90.1639344262295	49.0	217.0	37665308
162	GCF_037102585.1.fna	GCF_037102585.1	Saccharomycopsis crataegensis	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;Saccharomycopsis crataegensis	60.0	98.36065573770492	37.5	21.0	17100033
163	GCF_000315875.1.fna	GCF_000315875.1	Candida orthopsilosis Co 90-125	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;Candida orthopsilosis	54.0	88.52459016393442	37.5	242.0	12659401
164	GCF_947241705.1.fna	GCF_947241705.1	Saccharomyces mikatae IFO 1815	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces mikatae	55.0	90.1639344262295	38.0	16.0	12104871
165	GCF_000235365.1.fna	GCF_000235365.1	Eremothecium cymbalariae DBVPG#7215	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;Eremothecium cymbalariae	55.0	90.1639344262295	40.5	9.0	9669424
166	GCF_001548555.1.fna	GCF_001548555.1	Eremothecium sinecaudum	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;Eremothecium sinecaudum	55.0	90.1639344262295	40.0	7.0	8922523
167	GCF_001640025.1.fna	GCF_001640025.1	Sugiyamaella lignohabitans	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Trichomonascaceae;Sugiyamaella;Sugiyamaella lignohabitans	55.0	90.1639344262295	45.0	4.0	15938258
168	GCF_001661255.1.fna	GCF_001661255.1	Wickerhamomyces anomalus NRRL Y-366-8	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;Wickerhamomyces anomalus	55.0	90.1639344262295	34.5	222.0	14145566
169	GCF_900067095.1.fna	GCF_900067095.1	Fusarium proliferatum ET1	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium proliferatum	60.0	98.36065573770492	48.5	221.0	45210324
