Query,Taxid,Tax name,Authority,Rank,Basionym,Basionym authority,Curator common name,Has type material,Group name,Superkingdom name,Superkingdom taxid,Kingdom name,Kingdom taxid,Phylum name,Phylum taxid,Class name,Class taxid,Order name,Order taxid,Family name,Family taxid,Genus name,Genus taxid,Species name,Species taxid
73518,73518,Metschnikowia borealis,"(Lachance, C.A. Rosa, Starmer, Schlag-Edl., J.S.F. Barker & J.M. Bowles) Marinoni & Lachance, 2004",SPECIES,Metschnikowia continentalis var. borealis,"Lachance, C.A. Rosa, Starmer, Schlag-Edl., J.S.F. Barker & J.M. Bowles, 1998",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia borealis,73518.0
73520,73520,Metschnikowia hibisci,"Lachance, C.A. Rosa, Starmer, Schlag-Edl., J.S.F. Barker & J.M. Bowles, 1998",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia hibisci,73520.0
104402,104402,Ogataea ramenticola,"(Kurtzman) Kurtzman & Robnett, 2010",SPECIES,Pichia ramenticola,"Kurtzman, 2000",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea ramenticola,104402.0
130810,130810,[Candida] arabinofermentans,"Kurtzman & Dien, 1998",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] arabinofermentans,130810.0
135832,135832,Metschnikowia lochheadii,"Lachance, 2001",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia lochheadii,135832.0
135833,135833,Metschnikowia drosophilae,"Lachance, 2001",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia drosophilae,135833.0
150206,150206,Metschnikowia arizonensis,"Lachance & J.M. Bowles, 2002",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia arizonensis,150206.0
150208,150208,[Candida] ortonii,"Lachance, 2001",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] ortonii,150208.0
150224,150224,Metschnikowia orientalis,"Lachance & J.M. Bowles, 2006",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia orientalis,150224.0
155889,155889,[Candida] suzukii,"G. PeÌter, Tornai-Leh., FuÌloÌp & Dlauchy, 2003",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] suzukii,155889.0
157292,157292,Ogataea pilisensis,"(G. Peter, Tornai-Leh., Fulop & Dlauchy) Kurtzman & Robnett, 2010",SPECIES,Pichia pilisensis,"G. PeÌter, Tornai-Leh., FuÌloÌp & Dlauchy, 2003",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea pilisensis,157292.0
164924,164924,Metschnikowia koreensis,"S.G. Hong, J. Chun, H.W. Oh & Bae, 2001",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia koreensis,164924.0
169506,169506,Ogataea dorogensis,"(G. Peter, Tornai-Leh., Fulop & Dlauchy) Nagats., S. Saito & Sugiy., 2008",SPECIES,Pichia dorogensis,"G. PeÌter, Tornai-Leh., FuÌloÌp & Dlauchy, 2003",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea dorogensis,169506.0
169509,169509,Ogataea trehaloabstinens,"(Peter, Tornai-Lehoczki, Fulop & Dlauchy) Nagatsuka, S. Saito & Sugiyama, 2008",SPECIES,Pichia trehaloabstinens,"G. PeÌter, Tornai-Leh., FuÌloÌp & Dlauchy, 2003",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea trehaloabstinens,169509.0
169510,169510,Ogataea zsoltii,"(Peter, Tornai-Lehoczki, Fulop & Dlauchy) Nagatsuka, S. Saito & Sugiyama, 2008",SPECIES,Pichia zsoltii,"G. PeÌter, Tornai-Leh., FuÌloÌp & Dlauchy, 2003",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea zsoltii,169510.0
174643,174643,Metschnikowia dekortorum,"Lachance & J.M. Bowles, 2002",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia dekortorum,174643.0
189452,189452,Metschnikowia lachancei,"Gim.-Jurado, Kurtzman, Starmer & Spenc.-Mart., 2003",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia lachancei,189452.0
197672,197672,Metschnikowia hawaiiana,"(Lachance, J.M. Bowles & Starmer) Lachance, 2018",SPECIES,Candida hawaiiana,"Lachance, J.M. Bowles & Starmer, 2003",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia hawaiiana,197672.0
197673,197673,Metschnikowia kipukae,"(Lachance, J.M. Bowles & Starmer) Lachance, 2016",SPECIES,Candida kipukae,"Lachance, J.M. Bowles & Starmer, 2003",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia kipukae,197673.0
197674,197674,Metschnikowia santaceciliae,"Lachance, J.M. Bowles & Starmer, 2003",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia santaceciliae,197674.0
246385,246385,Ogataea siamensis,"(Limtong, Srisuk, Yongmanitchai, Kawasaki, Yurim., Nakase & Kato) Limtong, Srisuk, Yongmanitchai, Yurim. & Nakase, 2008",SPECIES,Pichia siamensis,"Limtong, Srisuk, Yongmanitchai, Kawasaki, Yurim., Nakase & Kato, 2004",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea siamensis,246385.0
246386,246386,[Candida] krabiensis,"Limtong, Srisuk, Yongman., H. Kawas., Yurim., Nakase & N. Kato, 2004",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] krabiensis,246386.0
246387,246387,[Candida] sithepensis,"Limtong, Srisuk, Yongmanitchai, Kawasaki, Yurim., Nakase & Kato, 2004",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] sithepensis,246387.0
261270,261270,Metschnikowia picachoensis,"(S.O. Suh, C.M. Gibson & M. Blackw.) Kurtzman, Robnett & Basehoar, 2018",SPECIES,Candida picachoensis,"S.O. Suh, C.M. Gibson & M. Blackw., 2004",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia picachoensis,261270.0
261276,261276,Metschnikowia chrysoperlae,"S.O. Suh, C.M. Gibson & M. Blackw., 2004",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia chrysoperlae,261276.0
96497,96497,[Candida] piceae,"Kurtzman, 2000",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] piceae,96497.0
279289,279289,Metschnikowia kunwiensis,"Brysch-Herzberg, 2004",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia kunwiensis,279289.0
280590,280590,Metschnikowia noctiluminum,"N.H. Nguyen, S.O. Suh, Erbil & M. Blackw., 2006",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia noctiluminum,280590.0
280591,280591,Metschnikowia corniflorae,"N.H. Nguyen, S.O. Suh, Erbil & M. Blackw., 2006",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia corniflorae,280591.0
280790,280790,Metschnikowia viticola,"G. PeÌter, Tornai-Leh., M. Suzuki & Dlauchy, 2005",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia viticola,280790.0
281045,281045,Ogataea falcaomoraisii,"Morais, Teixeira, J.M. Bowles, Lachance & C.A. Rosa, 2004",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea falcaomoraisii,281045.0
299329,299329,Metschnikowia vanudenii,"Gim.-Jurado, Kurtzman & Spenc.-Mart., 2003",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia vanudenii,299329.0
301365,301365,Metschnikowia hamakuensis,"Lachance, 2005",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia hamakuensis,301365.0
301367,301367,Metschnikowia kamakouana,"Lachance, 2005",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia kamakouana,301367.0
301368,301368,Metschnikowia mauinuiana,"Lachance, 2005",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia mauinuiana,301368.0
349255,349255,Metschnikowia cibodasensis,"Sjamsur., Oetari, C. Nakash., A. Kanti, Saraswati, Widyast. & K. Ando, 2013",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia cibodasensis,349255.0
353897,353897,Metschnikowia aberdeeniae,"Lachance & Starmer, 2006",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia aberdeeniae,353897.0
353899,353899,Metschnikowia shivogae,"Lachance, J.M. Bowles & Starmer, 2008",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia shivogae,353899.0
390697,390697,Metschnikowia cerradonensis,"C.A. Rosa, Lachance & P.B. Morais, 2006",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia cerradonensis,390697.0
407270,407270,Metschnikowia gelsemii,"(Lachance) Kurtzman, Robnett & Basehoar, 2018",SPECIES,Candida gelsemii,"Lachance, 2007",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia gelsemii,407270.0
434199,434199,Ogataea allantospora,"G. PeÌter, Tornai-Leh. & Dlauchy, 2007",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea allantospora,434199.0
447320,447320,Ogataea chonburiensis,"Limtong, Srisuk, Yongmanitchai, Yurim. & Nakase, 2008",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea chonburiensis,447320.0
447321,447321,Ogataea nakhonphanomensis,"Limtong, Srisuk, Yongmanitchai, Yurim. & Nakase, 2008",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea nakhonphanomensis,447321.0
460523,460523,Ogataea polymorpha,"(Morais & M.H. Maia) Y. Yamada, K. Maeda & Mikata, 1994",SPECIES,Hansenula polymorpha,"Morais & M.H. Maia, 1959",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea polymorpha,460523.0
473035,473035,Metschnikowia colocasiae,"Lachance & J.M. Bowles, 2004",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia colocasiae,473035.0
473037,473037,Metschnikowia similis,"Lachance & J.M. Bowles, 2004",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia similis,473037.0
490708,490708,Ogataea nitratoaversa,"G. PeÌter, Tornai-Leh. & Dlauchy, 2008",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea nitratoaversa,490708.0
490709,490709,Ogataea saltuana,"G. PeÌter, Dlauchy, Tornai-Leh. & Kurtzman, 2011",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea saltuana,490709.0
490710,490710,Ogataea deakii,"G. PeÌter, Dlauchy & CÌadezÌ, 2013",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea deakii,490710.0
529654,529654,Ogataea paradorogensis,"Nakase, Ninomiya, H. Kawas. & Limtong, 2008",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea paradorogensis,529654.0
539822,539822,Ogataea neopini,"Nagats., S. Saito & Sugiy., 2008",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea neopini,539822.0
539823,539823,Ogataea corticis,"Nagats., S. Saito & Sugiy., 2008",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea corticis,539823.0
539824,539824,Ogataea ganodermae,"F.Y. Bai & Z.H. Ji, 2008",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea ganodermae,539824.0
550978,550978,Ogataea populi-albae,"PeÌter, Tornai-Leh. & Dlauchy, 2009",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea populi-albae,550978.0
560360,560360,[Candida] wancherniae,"Nakase, Jindam., Ninomiya, Imanishi & Kawasaki, 2009",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,[Candida] wancherniae,560360.0
641392,641392,[Candida] xyloterini,Suh & Zhou 2010,SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] xyloterini,641392.0
642495,642495,Ogataea cecidiorum,"Glushakova, I.A. Maximova, Kachalkin & Yurkov, 2010",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea cecidiorum,642495.0
1005962,1005962,Ogataea parapolymorpha,"S.O. Suh & J.J. Zhou, 2010",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea parapolymorpha,1005962.0
664898,664898,[Candida] rishiriensis,"Nakase, Imanishi, S. Ninomiya & M. Takash., 2010",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] rishiriensis,664898.0
870730,870730,Ogataea angusta,"(Teun., H.H. Hall & Wick.) Suh & Zhou 2010",SPECIES,Hansenula angusta,"Teun., H.H. Hall & Wick. 1960",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea angusta,870730.0
1150643,1150643,Metschnikowia proteae,"de Vega, Guzman, Lachance & Herrera, 2012",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia proteae,1150643.0
1156966,1156966,Ogataea methanolica,(Makig.) Kurtzman & Robnett 2010,SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea methanolica,1156966.0
1171602,1171602,Ogataea histrianica,"CÌadezÌ & G. PeÌter, 2013",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea histrianica,1171602.0
1171605,1171605,Ogataea kolombanensis,"CÌadezÌ & G. PeÌter, 2013",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea kolombanensis,1171605.0
1185379,1185379,[Candida] mattraensis (nom. inval.),"Limtong, Koowadj., Jindam. & Yongman., 2011",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] mattraensis (nom. inval.),1185379.0
1185380,1185380,[Candida] chumphonensis,"Limtong, Koowadj., Jindam. & Yongman., 2011",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,[Candida] chumphonensis,1185380.0
1185381,1185381,Ogataea phyllophila,"Koowadjanakul, Jindam., Yongmanitchai & Limtong, 2011",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea phyllophila,1185381.0
1217583,1217583,Metschnikowia saccharicola,"Kaewwich., 2012",SPECIES,,,,no,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia saccharicola,1217583.0
1217584,1217584,Metschnikowia lopburiensis,"Kaewwich., 2012",SPECIES,,,,no,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia lopburiensis,1217584.0
1249076,1249076,Ogataea wickerhamii,"(Capr.) Y. Yamada, M. Matsuda, K. Maeda & Mikata 1995",SPECIES,Hansenula wickerhamii,"Capr., 1961",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea wickerhamii,1249076.0
1258686,1258686,Ogataea kanchanaburiensis,"Limtong, Kaewwich. & M. Groenew., 2012",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea kanchanaburiensis,1258686.0
1258687,1258687,Ogataea wangdongensis,"Limtong, Kaewwich. & M. Groenew., 2012",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea wangdongensis,1258687.0
1323752,1323752,[Candida] golubevii,"Rosa, Jindamorakot, Limtong, Nakase, Pagnocca & Lachance, 2010",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,[Candida] golubevii,1323752.0
1323754,1323754,Metschnikowia cubensis,"Fidalgo-JimeÌnez, H.M. Daniel, Evrard, Decock & Lachance, 2008",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia cubensis,1323754.0
1337055,1337055,Ogataea salicorniae,"(Hinzelin, Kurtzman & M.Th. Smith) Kurtzman & Robnett, 2010",SPECIES,Williopsis salicorniae,"Hinzelin, Kurtzman & M.T. Sm., 1991",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea salicorniae,1337055.0
1378263,1378263,Ogataea philodendri,"(Van der Walt & D.B. Scott) Y. Yamada, K. Maeda & Mikata 1994",SPECIES,Hansenula philodendri,"Van der Walt & D.B. Scott, 1970",,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea philodendri,1378263.0
1428343,1428343,Ogataea mangiferae,"A.R.O. Santos, Lachance & C.A. Rosa, 2015",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Pichiaceae,1156497.0,Ogataea,461281.0,Ogataea mangiferae,1428343.0
1506548,1506548,Metschnikowia drakensbergensis,"C. Vega, B. GuzmaÌn & Lachance, 2014",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia drakensbergensis,1506548.0
1506549,1506549,Metschnikowia caudata,"C. Vega, B. GuzmaÌn & Lachance, 2014",SPECIES,,,,yes,budding yeasts,Eukaryota,2759,Fungi,4751,Ascomycota,4890,Saccharomycetes,4891.0,Saccharomycetales,4892.0,Metschnikowiaceae,27319.0,Metschnikowia,27320.0,Metschnikowia caudata,1506549.0
